ACCESSION	samplename	DNA#	ADM_#	ADM_CODE	POP_CODE	POPNAME	POP#	GROUP	LONG	LAT	server	path	plastome
SKNC10-4_DNA447	SKNC10-4	447	670	PTRI	SKNC	Skeena river/C	10	C01	-128.266667	54.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0362/C0W04ACXX_3/IX0362_C0W04ACXX_3_ATACGG.bam	DONE
SKNL10-1_DNA448	SKNL10-1	448	672	PTRI	SKNL	Skeena river/L	10	C01	-128.75	54.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0362/C0W04ACXX_3/IX0362_C0W04ACXX_3_CACGAT.bam	DONE
SKNL10-4_DNA449	SKNL10-4	449	674	PTRI	SKNL	Skeena river/L	10	C01	-128.75	54.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0362/C0W04ACXX_3/IX0362_C0W04ACXX_3_GAGTGG.bam	DONE
STKD5-1_DNA451	STKD5-1	451	777	PTRI	STKD	Lower Stikine/D	5	C01	-131.783333	57.333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0363/C0W04ACXX_4/IX0363_C0W04ACXX_4_GCCGCG.bam	DONE
TNZA4-3_DNA453	TNZA4-3	453	805	PTRI	TNZA	Tanzilla river/A	4	C01	-130.466667	58.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0363/C0W04ACXX_4/IX0363_C0W04ACXX_4_TGGCGC.bam	DONE
TRTB7-5_DNA454	TRTB7-5	454	814	PTRI	TRTB	Treaty/B	7	C01	-129.816667	56.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0363/C0W04ACXX_4/IX0363_C0W04ACXX_4_GTAGAG.bam	DONE
WFSH13-6_DNA455	WFSH13-6	455	833	PTRI	WFSH	Whitefish Bay	13	C01	-124.766667	54.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_ACAGTG.bam	DONE
WHTE28-5_DNA456	WHTE28-5	456	848	PTRI	WHTE	White river/E	28	C03	-126.05	50.133333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_AAACAT.bam	DONE
WLOW15-4_DNA457	WLOW15-4	457	851	PTRI	WLOW	Willow river	15	C02	-122.283333	53.916667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_AAGGAC.bam	DONE
WLOW15-5_DNA458	WLOW15-5	458	852	PTRI	WLOW	Willow river	15	C02	-122.283333	53.916667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_ACTGAT.bam	DONE
JEFF30-1_DNA459	JEFF30-1	459	338	PTRI	JEFF	"Jefferson, Or"	30	C04	-123.083333	44.733333	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0365/D12N9ACXX_4/IX0365_D12N9ACXX_4_ATCCTA.bam	EASTGalaxy
BULG11-5_DNA464	BULG11-5	464	59	PTRI	BULG	Bulkley river/G	11	C01	-126.8	54.45	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0365/D12N9ACXX_4/IX0365_D12N9ACXX_4_CACTCA.bam	EASTGalaxy
BOY8_DNA467	BOY8	467	49	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_AGAAGA.bam	DONE
BOY11_DNA468	BOY11	468	37	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0368/D12N9ACXX_7/IX0368_D12N9ACXX_7_ATCTAT.bam	EASTGalaxy
BOY12_DNA469	BOY12	469	38	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0368/D12N9ACXX_7/IX0368_D12N9ACXX_7_CAGGCG.bam	EASTGalaxy
CAR11_DNA471	CAR11	471	69	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0368/D12N9ACXX_7/IX0368_D12N9ACXX_7_CCTTAG.bam	EASTGalaxy
CAR12_DNA472	CAR12	472	20	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0368/D12N9ACXX_7/IX0368_D12N9ACXX_7_GAATAA.bam	EASTGalaxy
DUN10_DNA474	DUN10	474	137	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_GCTCCA.bam	EASTGalaxy
DUN11_DNA475	DUN11	475	138	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_TCGAAG.bam	EASTGalaxy
DUN13_DNA476	DUN13	476	140	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_TTCTCC.bam	EASTGalaxy
DUN14_DNA477	DUN14	477	141	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_GTGAAA.bam	EASTGalaxy
EDM3_DNA478	EDM3	478	158	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_CAGATC.bam	DONE
EDM10_DNA480	EDM10	480	150	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_AAATGC.bam	DONE
GIL14_DNA483	GIL14	483	211	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_ACAAAC.bam	DONE
GYP4_DNA485	GYP4	485	256	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_CAAAAG.bam	DONE
HAY3_DNA487	HAY3	487	284	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_AGATAG.bam	DONE
HAY4_DNA488	HAY4	488	285	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_ATGAGC.bam	DONE
HAY8_DNA489	HAY8	489	289	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_CCAACA.bam	DONE
HAY11_DNA490	HAY11	490	277	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_CATGGC.bam	DONE
HAY12_DNA491	HAY12	491	278	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_CGAGAA.bam	DONE
KUU3_DNA493	KUU3	493	378	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_GGCACA.bam	DONE
KUU10_DNA495	KUU10	495	372	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_TCGGCA.bam	DONE
KUU13_DNA496	KUU13	496	375	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_AGGTTT.bam	DONE
FRE5_DNA497	FRE5	497	190	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_GTGGCC.bam	DONE
FRE12_DNA498	FRE12	498	185	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_ACTTGA.bam	DONE
CAR8_DNA502	CAR8	502	78	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_CGTACG.bam	DONE
DUN8_DNA504	DUN8	504	148	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_ACATCT.bam	DONE
GIL5_DNA509	GIL5	509	217	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_AGCATC.bam	DONE
GIL7_DNA510	GIL7	510	219	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_ATTCCT.bam	DONE
GYP1_DNA511	GYP1	511	253	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_CATTTT.bam	DONE
GYP12_DNA512	GYP12	512	249	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_CGGAAT.bam	DONE
KUU09_DNA515	KUU09	515	371	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_GATATA.bam	DONE
LAB1_DNA519	LAB1	519	384	PBAL	LAB	Labrador City		B04	-67.25	52.93	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_CTAGCT.bam	DONE
LAB5_DNA520	LAB5	520	386	PBAL	LAB	Labrador City		B04	-67.25	52.93	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_GATGCT.bam	DONE
LAB6_DNA521	LAB6	521	387	PBAL	LAB	Labrador City		B04	-67.25	52.93	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_TAATCG.bam	DONE
LAB7_DNA522	LAB7	522	388	PBAL	LAB	Labrador City		B04	-67.25	52.93	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_TGAATG.bam	DONE
LAR6_DNA523	LAR6	523	404	PBAL	LAR	La Ronge		B03	-105.55	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_AGTTCC.bam	DONE
LAR11_DNA524	LAR11	524	395	PBAL	LAR	La Ronge		B03	-105.55	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_CGATGT.bam	DONE
MAT3_DNA525	MAT3	525	458	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_TAGCTT.bam	DONE
MAT7_DNA526	MAT7	526	462	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_AACTTG.bam	DONE
MAT11_DNA527	MAT11	527	451	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_ACCGGC.bam	DONE
MAT12_DNA528	MAT12	528	452	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_AGGCCG.bam	DONE
MAT14_DNA529	MAT14	529	454	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_CAACTA.bam	DONE
MEL4_DNA530	MEL4	530	495	PBAL	MEL	Melville		B03	-102.62	51.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_CCACGC.bam	DONE
MEL6_DNA531	MEL6	531	497	PBAL	MEL	Melville		B03	-102.62	51.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_CTATAC.bam	DONE
MEL7_DNA532	MEL7	532	498	PBAL	MEL	Melville		B03	-102.62	51.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_GCAAGG.bam	DONE
MEL9_DNA533	MEL9	533	500	PBAL	MEL	Melville		B03	-102.62	51.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_TACAGC.bam	DONE
MGR3_DNA534	MGR3	534	507	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_TGCCAT.bam	DONE
MGR5_DNA535	MGR5	535	509	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_ATGTCA.bam	DONE
MGR8_DNA536	MGR8	536	511	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_TTAGGC.bam	DONE
MGR9_DNA537	MGR9	537	512	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_GGCTAC.bam	DONE
MGR11_DNA538	MGR11	538	505	PBAL	MGR	Mount Groulx		B04	-68.13	51.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_AAGACT.bam	DONE
MIN10_DNA539	MIN10	539	513	PBAL	MIN	Minnedosa		B03	-99.85	50.32	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_ACGATA.bam	DONE
MIN11_DNA540	MIN11	540	514	PBAL	MIN	Minnedosa		B03	-99.85	50.32	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0382/D15K7ACXX_1/IX0382_D15K7ACXX_1_ATAATT.bam	DONE
MIN14_DNA541	MIN14	541	516	PBAL	MIN	Minnedosa		B03	-99.85	50.32	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0382/D15K7ACXX_1/IX0382_D15K7ACXX_1_CACCGG.bam	DONE
MTN3_DNA542	MTN3	542	532	PBAL	MTN	Matane		B04	-67.35	48.57	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0382/D15K7ACXX_1/IX0382_D15K7ACXX_1_CCCATG.bam	DONE
MTN11_DNA543	MTN11	543	527	PBAL	MTN	Matane		B04	-67.35	48.57	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0382/D15K7ACXX_1/IX0382_D15K7ACXX_1_CTCAGA.bam	DONE
NWL2_DNA544	NWL2	544	573	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0383/D15K7ACXX_2/IX0383_D15K7ACXX_2_GCACTT.bam	DONE
NWL5_DNA545	NWL5	545	575	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0383/D15K7ACXX_2/IX0383_D15K7ACXX_2_TATAAT.bam	DONE
NWL12_DNA546	NWL12	546	568	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0383/D15K7ACXX_2/IX0383_D15K7ACXX_2_TGCTGG.bam	DONE
POR4_DNA547	POR4	547	606	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0383/D15K7ACXX_2/IX0383_D15K7ACXX_2_CCGTCC.bam	DONE
POR5_DNA548	POR5	548	607	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0384/D15K7ACXX_3/IX0384_D15K7ACXX_3_TGACCA.bam	DONE
POR6_DNA549	POR6	549	608	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0384/D15K7ACXX_3/IX0384_D15K7ACXX_3_CTTGTA.bam	DONE
POR12_DNA550	POR12	550	601	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0384/D15K7ACXX_3/IX0384_D15K7ACXX_3_AAGCGA.bam	DONE
POR14_DNA551	POR14	551	603	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0384/D15K7ACXX_3/IX0384_D15K7ACXX_3_ACTCTC.bam	DONE
ROS1_DNA552	ROS1	552	656	PBAL	ROS	Roseville		B04	-64.37	47.33	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0385/D15K7ACXX_4/IX0385_D15K7ACXX_4_ATACGG.bam	DONE
SOU1_DNA555	SOU1	555	736	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0385/D15K7ACXX_4/IX0385_D15K7ACXX_4_CTGCTG.bam	DONE
SOU5_DNA557	SOU5	557	739	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0386/D15K7ACXX_5/IX0386_D15K7ACXX_5_TCATTC.bam	DONE
SOU9_DNA558	SOU9	558	741	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0386/D15K7ACXX_5/IX0386_D15K7ACXX_5_TGGCGC.bam	DONE
SOU12_DNA559	SOU12	559	732	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0386/D15K7ACXX_5/IX0386_D15K7ACXX_5_GTAGAG.bam	DONE
SRD7_DNA560	SRD7	560	763	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0387/D15K7ACXX_6/IX0387_D15K7ACXX_6_ACAGTG.bam	DONE
SRD8_DNA561	SRD8	561	764	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0387/D15K7ACXX_6/IX0387_D15K7ACXX_6_AAACAT.bam	DONE
SRD12_DNA562	SRD12	562	754	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0387/D15K7ACXX_6/IX0387_D15K7ACXX_6_AAGGAC.bam	DONE
SRD14_DNA563	SRD14	563	756	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-09/IX0387/D15K7ACXX_6/IX0387_D15K7ACXX_6_ACTGAT.bam	DONE
STL8_DNA565	STL8	565	787	PBAL	STL	Stettler		B03	-112.73	52.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0388/D15K7ACXX_7/IX0388_D15K7ACXX_7_CACTCA.bam	DONE
STL10_DNA566	STL10	566	782	PBAL	STL	Stettler		B03	-112.73	52.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0388/D15K7ACXX_7/IX0388_D15K7ACXX_7_CCGCAA.bam	DONE
STL13_DNA567	STL13	567	783	PBAL	STL	Stettler		B03	-112.73	52.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0388/D15K7ACXX_7/IX0388_D15K7ACXX_7_GAAACC.bam	DONE
STL14_DNA568	STL14	568	784	PBAL	STL	Stettler		B03	-112.73	52.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-20/IX0389/C10ERACXX_1/IX0389_C10ERACXX_1_GCCTTA.bam	DONE
STO4_DNA569	STO4	569	793	PBAL	STO	Stony Rapids		B03	-105.72	59.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-20/IX0389/C10ERACXX_1/IX0389_C10ERACXX_1_TCCCGA.bam	DONE
STO7_DNA570	STO7	570	794	PBAL	STO	Stony Rapids		B03	-105.72	59.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-20/IX0389/C10ERACXX_1/IX0389_C10ERACXX_1_TTCGAA.bam	DONE
STO8_DNA571	STO8	571	795	PBAL	STO	Stony Rapids		B03	-105.72	59.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-20/IX0389/C10ERACXX_1/IX0389_C10ERACXX_1_GTCCGC.bam	DONE
STO12_DNA572	STO12	572	790	PBAL	STO	Stony Rapids		B03	-105.72	59.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0390/C10ERACXX_2/IX0390_C10ERACXX_2_GCCAAT.bam	DONE
STO13_DNA573	STO13	573	791	PBAL	STO	Stony Rapids		B03	-105.72	59.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0390/C10ERACXX_2/IX0390_C10ERACXX_2_AAAGCA.bam	DONE
WAD1_DNA574	WAD1	574	822	PBAL	WAD	Wadena		B03	-104.27	52.37	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0390/C10ERACXX_2/IX0390_C10ERACXX_2_AATAGG.bam	DONE
WAD3_DNA575	WAD3	575	824	PBAL	WAD	Wadena		B03	-104.27	52.37	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0390/C10ERACXX_2/IX0390_C10ERACXX_2_AGAAGA.bam	DONE
WAD8_DNA576	WAD8	576	828	PBAL	WAD	Wadena		B03	-104.27	52.37	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0391/C10ERACXX_3/IX0391_C10ERACXX_3_ATCTAT.bam	DONE
WAD12_DNA577	WAD12	577	820	PBAL	WAD	Wadena		B03	-104.27	52.37	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0391/C10ERACXX_3/IX0391_C10ERACXX_3_CAGGCG.bam	DONE
WAD14_DNA578	WAD14	578	821	PBAL	WAD	Wadena		B03	-104.27	52.37	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0391/C10ERACXX_3/IX0391_C10ERACXX_3_CCTTAG.bam	DONE
WOL2_DNA579	WOL2	579	856	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0391/C10ERACXX_3/IX0391_C10ERACXX_3_GAATAA.bam	DONE
WOL7_DNA580	WOL7	580	860	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0392/C10ERACXX_4/IX0392_C10ERACXX_4_GCTCCA.bam	DONE
WOL8_DNA581	WOL8	581	861	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-17/IX0392/C10ERACXX_4/IX0392_C10ERACXX_4_TCGAAG.bam	DONE
